trade_date,pb1220,pb1098,pb976,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb1,min1,min2,min3,max1,max2,max3,close
20150612,1.7433,1.6278,1.4951,1.4091,1.3786,1.3904,1.3675,1.4214,1.5751,1.781,1.737,1.3675,1.3786,1.3904,1.781,1.7433,1.6278,26.1
20150615,1.7421,1.6267,1.4947,1.4092,1.379,1.391,1.3685,1.4227,1.5772,1.7813,1.7423,1.3685,1.379,1.391,1.7813,1.7421,1.6267,25.36
20150616,1.7408,1.6254,1.4941,1.4093,1.3793,1.3915,1.3695,1.4238,1.5793,1.7815,1.6929,1.3695,1.3793,1.3915,1.7815,1.7408,1.6254,24.57
20150617,1.7394,1.6239,1.4935,1.4094,1.3795,1.3919,1.3703,1.425,1.5812,1.7814,1.6402,1.3703,1.3795,1.3919,1.7814,1.7394,1.6239,24.76
20150618,1.738,1.6222,1.4929,1.4095,1.3797,1.3923,1.3713,1.4263,1.5832,1.7812,1.6529,1.3713,1.3797,1.3923,1.7812,1.738,1.6222,23.57
20150619,1.7365,1.6204,1.4922,1.4095,1.3798,1.3925,1.3722,1.4273,1.5848,1.7803,1.5734,1.3722,1.3798,1.3925,1.7803,1.7365,1.6204,22.49
20150623,1.7349,1.6186,1.4913,1.4093,1.3797,1.3926,1.3729,1.4282,1.5861,1.7789,1.5013,1.3729,1.3797,1.3926,1.7789,1.7349,1.6186,23.32
20150624,1.7335,1.617,1.4906,1.4093,1.3798,1.3928,1.3738,1.4293,1.5876,1.7775,1.5568,1.3738,1.3798,1.3928,1.7775,1.7335,1.617,23.51
20150625,1.7321,1.6151,1.4899,1.4092,1.3798,1.393,1.3746,1.4305,1.5892,1.7762,1.5694,1.3746,1.3798,1.393,1.7762,1.7321,1.6151,22.58
20150626,1.7307,1.613,1.4892,1.4092,1.3799,1.393,1.3753,1.4315,1.5906,1.7744,1.5074,1.3753,1.3799,1.393,1.7744,1.7307,1.613,21.01
20150629,1.7293,1.6109,1.4883,1.4091,1.3798,1.3929,1.3759,1.4322,1.5915,1.7726,1.4025,1.3759,1.3798,1.3929,1.7726,1.7293,1.6109,20.98
20150630,1.7278,1.6086,1.4874,1.4089,1.3797,1.3927,1.3764,1.433,1.5925,1.7707,1.4005,1.3764,1.3797,1.3927,1.7707,1.7278,1.6086,22.6
20150701,1.7265,1.6065,1.4866,1.4087,1.3798,1.3927,1.3772,1.4339,1.5938,1.7693,1.5087,1.3772,1.3798,1.3927,1.7693,1.7265,1.6065,21.62
20150702,1.7252,1.6042,1.4859,1.4085,1.3798,1.3924,1.3778,1.4347,1.5949,1.7676,1.4433,1.3778,1.3798,1.3924,1.7676,1.7252,1.6042,21.15
20150703,1.7237,1.6021,1.4851,1.4082,1.3798,1.3922,1.3784,1.4354,1.5958,1.7662,1.4119,1.3784,1.3798,1.3922,1.7662,1.7237,1.6021,20.26
20150706,1.7223,1.6003,1.4841,1.4079,1.3797,1.3918,1.3788,1.4359,1.5965,1.7639,1.3525,1.3788,1.3797,1.3918,1.7639,1.7223,1.6003,21.9
20150707,1.7209,1.5987,1.4832,1.4076,1.3797,1.3915,1.3795,1.4369,1.5976,1.7611,1.462,1.3795,1.3797,1.3915,1.7611,1.7209,1.5987,23.08
20150708,1.7197,1.597,1.4823,1.4075,1.38,1.3914,1.3803,1.4381,1.5991,1.7583,1.5407,1.38,1.3803,1.3914,1.7583,1.7197,1.5991,22.99
20150709,1.7187,1.5953,1.4813,1.4073,1.3802,1.3913,1.3811,1.4393,1.6006,1.7555,1.5347,1.3802,1.3811,1.3913,1.7555,1.7187,1.6006,25.23
20150710,1.7176,1.5939,1.4805,1.4074,1.3807,1.3914,1.3822,1.4409,1.6026,1.7543,1.6843,1.3807,1.3822,1.3914,1.7543,1.7176,1.6026,26.11
20150713,1.7167,1.5924,1.4798,1.4075,1.3813,1.3914,1.3833,1.4427,1.6049,1.7538,1.743,1.3813,1.3833,1.3914,1.7538,1.7167,1.6049,24.84
20150714,1.7158,1.5908,1.479,1.4075,1.3816,1.3914,1.3843,1.4442,1.6067,1.752,1.6582,1.3816,1.3843,1.3914,1.752,1.7158,1.6067,23.25
20150715,1.7147,1.5891,1.4781,1.4076,1.3819,1.3912,1.385,1.4455,1.608,1.749,1.5521,1.3819,1.385,1.3912,1.749,1.7147,1.608,23.7
20150716,1.7136,1.5875,1.4772,1.4078,1.3822,1.3911,1.3858,1.4469,1.6095,1.7468,1.5821,1.3822,1.3858,1.3911,1.7468,1.7136,1.6095,23.77
20150717,1.7125,1.586,1.4762,1.4079,1.3825,1.3911,1.3867,1.4482,1.6111,1.7444,1.5868,1.3825,1.3867,1.3911,1.7444,1.7125,1.6111,24.37
20150720,1.7116,1.5845,1.4753,1.408,1.3829,1.3911,1.3876,1.4497,1.6128,1.7422,1.6268,1.3829,1.3876,1.3911,1.7422,1.7116,1.6128,24.1
20150721,1.7107,1.5833,1.4744,1.4081,1.3833,1.3911,1.3887,1.4512,1.6143,1.7412,1.6088,1.3833,1.3887,1.3911,1.7412,1.7107,1.6143,24.49
20150722,1.7098,1.582,1.4736,1.4082,1.3838,1.391,1.3897,1.4528,1.6158,1.74,1.6349,1.3838,1.3897,1.391,1.74,1.7098,1.6158,21.92
20150723,1.7089,1.5809,1.4728,1.4082,1.3842,1.3909,1.3907,1.4543,1.6172,1.7382,1.6023,1.3842,1.3907,1.3909,1.7382,1.7089,1.6172,22.0
20150724,1.7081,1.5798,1.4719,1.4082,1.3846,1.3909,1.3917,1.4558,1.6183,1.7364,1.6082,1.3846,1.3909,1.3917,1.7364,1.7081,1.6183,21.31
20150727,1.7074,1.5785,1.4711,1.4083,1.3849,1.3909,1.3926,1.4571,1.6192,1.7343,1.5578,1.3849,1.3909,1.3926,1.7343,1.7074,1.6192,19.2
20150728,1.7064,1.577,1.4701,1.4082,1.385,1.3905,1.3931,1.4579,1.6194,1.7311,1.4035,1.385,1.3905,1.3931,1.7311,1.7064,1.6194,19.29
20150729,1.7056,1.5756,1.4691,1.4079,1.3852,1.3901,1.3938,1.4588,1.6197,1.7275,1.4101,1.3852,1.3901,1.3938,1.7275,1.7056,1.6197,19.8
20150730,1.7048,1.5744,1.4681,1.4078,1.3854,1.3899,1.3945,1.4598,1.6201,1.7245,1.4474,1.3854,1.3899,1.3945,1.7245,1.7048,1.6201,19.11
20150731,1.7038,1.5729,1.4671,1.4075,1.3855,1.3896,1.3951,1.4606,1.6202,1.7213,1.3969,1.3855,1.3896,1.3951,1.7213,1.7038,1.6202,19.26
20150803,1.7029,1.5715,1.4661,1.4073,1.3856,1.3893,1.3957,1.4615,1.6203,1.7187,1.4079,1.3856,1.3893,1.3957,1.7187,1.7029,1.6203,19.79
20150804,1.7022,1.5702,1.4652,1.4071,1.3857,1.3891,1.3963,1.4625,1.6205,1.7169,1.4466,1.3857,1.3891,1.3963,1.7169,1.7022,1.6205,20.08
20150805,1.7014,1.5689,1.4643,1.407,1.3859,1.3887,1.397,1.4635,1.6209,1.7149,1.4678,1.3859,1.3887,1.397,1.7149,1.7014,1.6209,19.41
20150806,1.7006,1.5677,1.4633,1.4068,1.386,1.3883,1.3974,1.4643,1.6211,1.7128,1.4189,1.386,1.3883,1.3974,1.7128,1.7006,1.6211,19.39
20150807,1.6998,1.5664,1.4624,1.4066,1.3861,1.3879,1.3978,1.4651,1.6214,1.7108,1.4174,1.3861,1.3879,1.3978,1.7108,1.6998,1.6214,19.57
20150810,1.699,1.5652,1.4616,1.4064,1.3862,1.3876,1.3982,1.466,1.6218,1.7088,1.4306,1.3862,1.3876,1.3982,1.7088,1.699,1.6218,20.31
20150811,1.6981,1.564,1.4608,1.4063,1.3864,1.3873,1.3988,1.467,1.6222,1.707,1.4847,1.3864,1.3873,1.3988,1.707,1.6981,1.6222,20.06
20150812,1.6973,1.5629,1.46,1.4062,1.3867,1.3871,1.3993,1.4679,1.6226,1.7046,1.4664,1.3867,1.3871,1.3993,1.7046,1.6973,1.6226,19.84
20150813,1.6964,1.5617,1.4592,1.406,1.3869,1.3867,1.3997,1.4688,1.6229,1.7021,1.4503,1.3867,1.3869,1.3997,1.7021,1.6964,1.6229,20.04
20150814,1.6956,1.5606,1.4584,1.4058,1.3871,1.3864,1.4001,1.4697,1.6233,1.6998,1.4649,1.3864,1.3871,1.4001,1.6998,1.6956,1.6233,19.81
20150817,1.6948,1.5595,1.4577,1.4056,1.3872,1.3861,1.4006,1.4705,1.6236,1.6973,1.4481,1.3861,1.3872,1.4006,1.6973,1.6948,1.6236,19.56
20150818,1.694,1.5584,1.457,1.4054,1.3874,1.3855,1.401,1.4714,1.6237,1.6946,1.4298,1.3855,1.3874,1.401,1.6946,1.694,1.6237,18.24
20150819,1.6932,1.557,1.4562,1.405,1.3875,1.3847,1.4011,1.472,1.6236,1.6908,1.3333,1.3847,1.3875,1.4011,1.6932,1.6908,1.6236,18.37
20150820,1.6923,1.5557,1.4553,1.4048,1.3875,1.3841,1.4014,1.4728,1.6235,1.6868,1.3428,1.3841,1.3875,1.4014,1.6923,1.6868,1.6235,17.9
20150821,1.6914,1.5546,1.4545,1.4044,1.3876,1.3834,1.4017,1.4735,1.6233,1.6821,1.3085,1.3834,1.3876,1.4017,1.6914,1.6821,1.6233,17.0
20150824,1.6906,1.5535,1.4535,1.4041,1.3875,1.3828,1.4018,1.474,1.6228,1.677,1.2427,1.3828,1.3875,1.4018,1.6906,1.677,1.6228,15.39
20150825,1.6896,1.5522,1.4525,1.4036,1.3873,1.382,1.4016,1.4742,1.6219,1.6711,1.125,1.382,1.3873,1.4016,1.6896,1.6711,1.6219,14.11
20150826,1.6885,1.551,1.4513,1.4029,1.387,1.381,1.4013,1.4741,1.6207,1.6649,1.0314,1.381,1.387,1.4013,1.6885,1.6649,1.6207,15.02
20150827,1.6875,1.5497,1.4503,1.4023,1.3867,1.3803,1.401,1.4741,1.6197,1.6591,1.098,1.3803,1.3867,1.401,1.6875,1.6591,1.6197,16.52
20150828,1.6865,1.5486,1.4494,1.4017,1.3867,1.3797,1.401,1.4745,1.6193,1.6545,1.2076,1.3797,1.3867,1.401,1.6865,1.6545,1.6193,16.95
20150831,1.6856,1.5475,1.4486,1.4012,1.3866,1.3789,1.4009,1.4748,1.6185,1.6499,1.1749,1.3789,1.3866,1.4009,1.6856,1.6499,1.6185,17.3
20150901,1.6847,1.5464,1.4478,1.4006,1.3865,1.3783,1.401,1.4752,1.6178,1.6453,1.1992,1.3783,1.3865,1.4006,1.6847,1.6453,1.6178,17.44
20150902,1.6838,1.5455,1.4469,1.4001,1.3865,1.3778,1.4012,1.4756,1.6171,1.6409,1.2089,1.3778,1.3865,1.4001,1.6838,1.6409,1.6171,17.92
20150907,1.6829,1.5446,1.4462,1.3996,1.3866,1.3774,1.4013,1.4762,1.6164,1.6364,1.2421,1.3774,1.3866,1.3996,1.6829,1.6364,1.6164,16.85
20150908,1.6819,1.5436,1.4452,1.3991,1.3865,1.3768,1.4013,1.4765,1.6153,1.6305,1.168,1.3768,1.3865,1.3991,1.6819,1.6305,1.6153,17.05
20150909,1.681,1.5427,1.4443,1.3984,1.3865,1.3762,1.4014,1.4769,1.614,1.6248,1.1818,1.3762,1.3865,1.3984,1.681,1.6248,1.614,17.15
20150910,1.6801,1.5418,1.4435,1.3979,1.3866,1.3756,1.4015,1.4773,1.6128,1.619,1.1888,1.3756,1.3866,1.3979,1.6801,1.619,1.6128,17.18
20150911,1.6791,1.5408,1.4427,1.3973,1.3866,1.3751,1.4015,1.4776,1.6117,1.6131,1.1908,1.3751,1.3866,1.3973,1.6791,1.6131,1.6117,17.16
20150914,1.6782,1.5398,1.4419,1.3968,1.3866,1.3745,1.4015,1.478,1.6106,1.6071,1.1895,1.3745,1.3866,1.3968,1.6782,1.6106,1.6071,17.59
20150915,1.6773,1.5389,1.4411,1.3962,1.3866,1.3741,1.4015,1.4785,1.6096,1.6017,1.2193,1.3741,1.3866,1.3962,1.6773,1.6096,1.6017,17.5
20150916,1.6763,1.5379,1.4403,1.3957,1.3867,1.3737,1.4015,1.479,1.6085,1.5962,1.213,1.3737,1.3867,1.3957,1.6763,1.6085,1.5962,18.35
20150917,1.6754,1.537,1.4396,1.3952,1.3867,1.3734,1.4016,1.4796,1.608,1.5908,1.2719,1.3734,1.3867,1.3952,1.6754,1.608,1.5908,17.45
20150918,1.6743,1.536,1.4389,1.3947,1.3866,1.3731,1.4016,1.48,1.6072,1.5848,1.2096,1.3731,1.3866,1.3947,1.6743,1.6072,1.5848,17.3
20150921,1.6732,1.535,1.4382,1.3943,1.3865,1.3727,1.4015,1.4803,1.6062,1.5791,1.1992,1.3727,1.3865,1.3943,1.6732,1.6062,1.5791,17.32
20150922,1.672,1.534,1.4374,1.3939,1.3865,1.3722,1.4015,1.4806,1.6051,1.5735,1.2005,1.3722,1.3865,1.3939,1.672,1.6051,1.5735,17.39
20150923,1.6709,1.5329,1.4367,1.3934,1.3864,1.3717,1.4014,1.481,1.6042,1.568,1.2054,1.3717,1.3864,1.3934,1.6709,1.6042,1.568,16.55
20150924,1.6697,1.5318,1.4359,1.393,1.3862,1.3712,1.4012,1.4811,1.603,1.5615,1.1472,1.3712,1.3862,1.393,1.6697,1.603,1.5615,16.6
20150925,1.6685,1.5307,1.4351,1.3926,1.3861,1.3707,1.4011,1.4812,1.6017,1.5555,1.1506,1.3707,1.3861,1.3926,1.6685,1.6017,1.5555,16.33
20150928,1.6672,1.5296,1.4343,1.3921,1.3859,1.3702,1.401,1.4812,1.6005,1.5486,1.1319,1.3702,1.3859,1.3921,1.6672,1.6005,1.5486,16.57
20150929,1.6658,1.5286,1.4334,1.3917,1.3857,1.3697,1.401,1.4813,1.5993,1.5421,1.1486,1.3697,1.3857,1.3917,1.6658,1.5993,1.5421,16.16
20150930,1.6645,1.5274,1.4325,1.3913,1.3855,1.3691,1.4009,1.4813,1.5979,1.5362,1.1201,1.3691,1.3855,1.3913,1.6645,1.5979,1.5362,16.8
20151008,1.6632,1.5263,1.4317,1.3909,1.3853,1.3689,1.4008,1.4814,1.5967,1.5308,1.1645,1.3689,1.3853,1.3909,1.6632,1.5967,1.5308,17.77
20151106,1.6619,1.5252,1.4308,1.3906,1.3853,1.3687,1.4008,1.4816,1.5958,1.5259,1.2317,1.3687,1.3853,1.3906,1.6619,1.5958,1.5259,19.55
20151109,1.6608,1.5241,1.43,1.3905,1.3853,1.3687,1.401,1.482,1.5952,1.5219,1.3,1.3687,1.3853,1.3905,1.6608,1.5952,1.5241,20.87
20151110,1.6596,1.5231,1.4294,1.3903,1.3855,1.3688,1.4013,1.4825,1.5952,1.5186,1.3878,1.3688,1.3855,1.3903,1.6596,1.5952,1.5231,20.68
20151111,1.6584,1.522,1.4288,1.3901,1.3856,1.3689,1.4015,1.483,1.595,1.5152,1.3752,1.3689,1.3856,1.3901,1.6584,1.595,1.522,20.31
20151112,1.6571,1.5209,1.4281,1.3898,1.3856,1.3688,1.4017,1.4834,1.5949,1.5116,1.3506,1.3688,1.3856,1.3898,1.6571,1.5949,1.5209,19.9
20151113,1.6558,1.5197,1.4274,1.3894,1.3855,1.3687,1.4019,1.4839,1.5946,1.5077,1.3233,1.3687,1.3855,1.3894,1.6558,1.5946,1.5197,20.13
20151116,1.6545,1.5187,1.4267,1.3892,1.3855,1.3686,1.4021,1.4844,1.5944,1.5028,1.3386,1.3686,1.3855,1.3892,1.6545,1.5944,1.5187,20.21
20151117,1.6533,1.5174,1.4259,1.3889,1.3854,1.3685,1.4023,1.485,1.594,1.498,1.3439,1.3685,1.3854,1.3889,1.6533,1.594,1.5174,20.08
20151118,1.652,1.5161,1.4253,1.3885,1.3854,1.3685,1.4025,1.4855,1.5937,1.4933,1.3353,1.3685,1.3854,1.3885,1.652,1.5937,1.5161,19.81
20151119,1.6507,1.5149,1.4247,1.3882,1.3854,1.3684,1.4027,1.486,1.5935,1.488,1.3173,1.3684,1.3854,1.3882,1.6507,1.5935,1.5149,19.89
20151120,1.6495,1.5138,1.424,1.3878,1.3854,1.3683,1.403,1.4865,1.5932,1.4826,1.3226,1.3683,1.3854,1.3878,1.6495,1.5932,1.5138,19.96
20151123,1.6483,1.5125,1.4233,1.3874,1.3854,1.3682,1.4031,1.4869,1.593,1.4774,1.3273,1.3682,1.3854,1.3874,1.6483,1.593,1.5125,19.89
20151124,1.647,1.5112,1.4226,1.387,1.3855,1.368,1.4033,1.4874,1.5928,1.4727,1.3226,1.368,1.3855,1.387,1.647,1.5928,1.5112,19.84
20151125,1.6458,1.5099,1.4218,1.3866,1.3854,1.3678,1.4035,1.4879,1.5926,1.4678,1.3193,1.3678,1.3854,1.3866,1.6458,1.5926,1.5099,19.92
20151126,1.6446,1.5087,1.4212,1.3862,1.3854,1.3678,1.4038,1.4884,1.5924,1.4631,1.3246,1.3678,1.3854,1.3862,1.6446,1.5924,1.5087,19.82
20151127,1.6433,1.5074,1.4205,1.3858,1.3853,1.3677,1.4039,1.4889,1.5921,1.4583,1.318,1.3677,1.3853,1.3858,1.6433,1.5921,1.5074,18.95
20151130,1.6419,1.5062,1.4199,1.3854,1.3852,1.3676,1.404,1.4893,1.5915,1.4538,1.2601,1.3676,1.3852,1.3854,1.6419,1.5915,1.5062,19.13
20151201,1.6405,1.5051,1.4192,1.385,1.3851,1.3675,1.4042,1.4897,1.5911,1.4494,1.2721,1.3675,1.385,1.3851,1.6405,1.5911,1.5051,19.57
20151202,1.639,1.504,1.4185,1.3846,1.3851,1.3676,1.4043,1.4903,1.5909,1.446,1.3014,1.3676,1.3846,1.3851,1.639,1.5909,1.504,20.63
20151203,1.6377,1.5029,1.4179,1.3843,1.3852,1.3677,1.4045,1.491,1.5911,1.4434,1.3718,1.3677,1.3843,1.3852,1.6377,1.5911,1.5029,21.14
20151204,1.6363,1.5019,1.4172,1.384,1.3854,1.3678,1.4049,1.4918,1.5914,1.441,1.4058,1.3678,1.384,1.3854,1.6363,1.5914,1.5019,20.64
20151207,1.635,1.5008,1.4166,1.3837,1.3855,1.3678,1.4052,1.4926,1.5915,1.4384,1.3725,1.3678,1.3837,1.3855,1.635,1.5915,1.5008,20.64
20151208,1.6337,1.4998,1.416,1.3834,1.3857,1.3678,1.4055,1.4932,1.5917,1.4355,1.3725,1.3678,1.3834,1.3857,1.6337,1.5917,1.4998,20.08
20151209,1.6325,1.4987,1.4153,1.383,1.3858,1.3677,1.4057,1.4938,1.5915,1.4323,1.3353,1.3677,1.383,1.3858,1.6325,1.5915,1.4987,20.98
20151210,1.6314,1.4977,1.4148,1.3828,1.3859,1.3678,1.4061,1.4946,1.5916,1.43,1.3951,1.3678,1.3828,1.3859,1.6314,1.5916,1.4977,20.64
20151211,1.6301,1.4968,1.4142,1.3825,1.386,1.3678,1.4064,1.4953,1.5915,1.4278,1.3725,1.3678,1.3825,1.386,1.6301,1.5915,1.4968,20.41
20151214,1.6288,1.4959,1.4135,1.3822,1.3861,1.3679,1.4067,1.4959,1.5913,1.4257,1.3572,1.3679,1.3822,1.3861,1.6288,1.5913,1.4959,20.75
20151215,1.6276,1.495,1.4129,1.382,1.3862,1.368,1.4069,1.4967,1.591,1.4239,1.3798,1.368,1.382,1.3862,1.6276,1.591,1.4967,20.56
20151216,1.6262,1.4942,1.4123,1.3818,1.3862,1.3681,1.4071,1.4974,1.5906,1.4216,1.3672,1.3681,1.3818,1.3862,1.6262,1.5906,1.4974,20.43
20151217,1.6247,1.4934,1.4118,1.3815,1.3863,1.3682,1.4073,1.4981,1.59,1.4191,1.3585,1.3682,1.3815,1.3863,1.6247,1.59,1.4981,20.65
20151218,1.6233,1.4926,1.4112,1.3813,1.3864,1.3682,1.4075,1.4988,1.5899,1.4165,1.3732,1.3682,1.3813,1.3864,1.6233,1.5899,1.4988,20.7
20151221,1.6219,1.4919,1.4107,1.3811,1.3865,1.3682,1.4077,1.4995,1.5896,1.4136,1.3765,1.3682,1.3811,1.3865,1.6219,1.5896,1.4995,21.6
20151222,1.6205,1.4911,1.4103,1.381,1.3867,1.3683,1.4081,1.5004,1.5894,1.411,1.4364,1.3683,1.381,1.3867,1.6205,1.5894,1.5004,21.55
20151223,1.6191,1.4905,1.4098,1.3809,1.3869,1.3685,1.4084,1.5012,1.5892,1.4083,1.433,1.3685,1.3809,1.3869,1.6191,1.5892,1.5012,21.89
20151224,1.6177,1.4898,1.4093,1.3808,1.3872,1.3687,1.4088,1.5021,1.5889,1.4061,1.4556,1.3687,1.3808,1.3872,1.6177,1.5889,1.5021,21.78
20151225,1.6164,1.4892,1.409,1.3807,1.3875,1.369,1.4092,1.503,1.5886,1.4047,1.4483,1.369,1.3807,1.3875,1.6164,1.5886,1.503,21.85
20151228,1.615,1.4885,1.4086,1.3805,1.3877,1.3691,1.4095,1.5039,1.5884,1.4035,1.453,1.3691,1.3805,1.3877,1.615,1.5884,1.5039,21.21
20151229,1.6137,1.4878,1.4082,1.3804,1.3879,1.3692,1.4098,1.5048,1.588,1.4014,1.4104,1.3692,1.3804,1.3879,1.6137,1.588,1.5048,21.38
20151230,1.6125,1.4871,1.4078,1.3803,1.3881,1.3693,1.4101,1.5056,1.5878,1.3995,1.4217,1.3693,1.3803,1.3881,1.6125,1.5878,1.5056,21.32
20151231,1.6112,1.4864,1.4074,1.3801,1.3882,1.3694,1.4104,1.5064,1.5875,1.3974,1.4177,1.3694,1.3801,1.3882,1.6112,1.5875,1.5064,21.22
20160104,1.6099,1.4857,1.4071,1.3798,1.3884,1.3695,1.4106,1.5072,1.5868,1.3953,1.4111,1.3695,1.3798,1.3884,1.6099,1.5868,1.5072,19.73
20160105,1.6084,1.485,1.4067,1.3795,1.3884,1.3695,1.4106,1.5077,1.5856,1.3923,1.312,1.3695,1.3795,1.3884,1.6084,1.5856,1.5077,19.94
20160106,1.607,1.4843,1.4063,1.3792,1.3885,1.3695,1.4106,1.5082,1.5843,1.3886,1.326,1.3695,1.3792,1.3885,1.607,1.5843,1.5082,20.18
20160107,1.6056,1.4836,1.406,1.379,1.3885,1.3696,1.4106,1.5087,1.5827,1.3853,1.3419,1.3696,1.379,1.3853,1.6056,1.5827,1.5087,18.98
20160108,1.6042,1.4828,1.4055,1.3787,1.3884,1.3695,1.4105,1.509,1.5812,1.3813,1.2621,1.3695,1.3787,1.3813,1.6042,1.5812,1.509,19.51
20160111,1.6028,1.4821,1.4052,1.3785,1.3883,1.3696,1.4105,1.5093,1.5794,1.3777,1.2974,1.3696,1.3777,1.3785,1.6028,1.5794,1.5093,19.0
20160112,1.6014,1.4812,1.4048,1.3782,1.3881,1.3696,1.4105,1.5094,1.5775,1.3738,1.2635,1.3696,1.3738,1.3782,1.6014,1.5775,1.5094,18.98
20160113,1.5999,1.4804,1.4044,1.378,1.3879,1.3696,1.4104,1.5096,1.5759,1.3703,1.2621,1.3696,1.3703,1.378,1.5999,1.5759,1.5096,19.24
20160114,1.5982,1.4795,1.4041,1.3777,1.3878,1.3697,1.4106,1.5099,1.5743,1.3673,1.2794,1.3673,1.3697,1.3777,1.5982,1.5743,1.5099,19.84
20160115,1.5964,1.4786,1.4039,1.3775,1.3876,1.3699,1.4109,1.5103,1.5729,1.3646,1.3193,1.3646,1.3699,1.3775,1.5964,1.5729,1.5103,19.7
20160118,1.5946,1.4778,1.4036,1.3773,1.3875,1.3702,1.4111,1.5106,1.5714,1.3624,1.31,1.3624,1.3702,1.3773,1.5946,1.5714,1.5106,19.49
20160119,1.5928,1.4768,1.4032,1.377,1.3873,1.3704,1.4113,1.511,1.5698,1.3607,1.296,1.3607,1.3704,1.377,1.5928,1.5698,1.511,20.01
20160120,1.5912,1.476,1.403,1.3768,1.3871,1.3708,1.4117,1.5113,1.5682,1.3589,1.3306,1.3589,1.3708,1.3768,1.5912,1.5682,1.5113,19.24
20160121,1.5892,1.4751,1.4027,1.3765,1.3869,1.371,1.412,1.5116,1.5663,1.3565,1.2794,1.3565,1.371,1.3765,1.5892,1.5663,1.5116,18.76
20160122,1.5871,1.4742,1.4024,1.3762,1.3866,1.3711,1.4122,1.5119,1.5644,1.3544,1.2475,1.3544,1.3711,1.3762,1.5871,1.5644,1.5119,18.9
20160125,1.5851,1.4733,1.4021,1.376,1.3863,1.3713,1.4124,1.5121,1.5629,1.3532,1.2568,1.3532,1.3713,1.376,1.5851,1.5629,1.5121,18.91
20160126,1.583,1.4723,1.4018,1.3757,1.3859,1.3715,1.4127,1.5123,1.5614,1.352,1.2575,1.352,1.3715,1.3757,1.583,1.5614,1.5123,17.99
20160127,1.5808,1.4714,1.4013,1.3754,1.3855,1.3716,1.4128,1.5124,1.5594,1.3494,1.1963,1.3494,1.3716,1.3754,1.5808,1.5594,1.5124,17.89
20160128,1.5785,1.4705,1.4008,1.3752,1.3849,1.3717,1.4129,1.5124,1.5575,1.3474,1.1896,1.3474,1.3717,1.3752,1.5785,1.5575,1.5124,17.81
20160129,1.5765,1.4696,1.4004,1.3749,1.3844,1.3718,1.4129,1.5124,1.5558,1.3455,1.1843,1.3455,1.3718,1.3749,1.5765,1.5558,1.5124,18.62
20160201,1.5748,1.4686,1.3999,1.3746,1.3839,1.372,1.4131,1.5125,1.5542,1.3446,1.2382,1.3446,1.372,1.3746,1.5748,1.5542,1.5125,18.59
20160202,1.5731,1.4676,1.3995,1.3744,1.3833,1.3721,1.4133,1.5127,1.5519,1.3427,1.2362,1.3427,1.3721,1.3744,1.5731,1.5519,1.5127,18.84
20160203,1.5713,1.4665,1.3991,1.3743,1.3829,1.3723,1.4137,1.5129,1.5493,1.3403,1.2528,1.3403,1.3723,1.3743,1.5713,1.5493,1.5129,18.39
20160204,1.5696,1.4654,1.3986,1.3742,1.3824,1.3725,1.4139,1.513,1.5467,1.3378,1.2229,1.3378,1.3725,1.3742,1.5696,1.5467,1.513,18.58
20160205,1.5679,1.4642,1.3982,1.3741,1.3818,1.3726,1.4142,1.5131,1.5442,1.3341,1.2355,1.3341,1.3726,1.3741,1.5679,1.5442,1.5131,18.39
20160215,1.5661,1.4631,1.3978,1.3739,1.3812,1.3726,1.4145,1.5132,1.5418,1.3298,1.2229,1.3298,1.3726,1.3739,1.5661,1.5418,1.5132,18.52
20160216,1.5644,1.462,1.3974,1.3737,1.3806,1.3727,1.4148,1.5132,1.5392,1.3264,1.2315,1.3264,1.3727,1.3737,1.5644,1.5392,1.5132,18.85
20160217,1.5626,1.4609,1.3972,1.3736,1.38,1.3728,1.4151,1.5133,1.5365,1.3239,1.2535,1.3239,1.3728,1.3736,1.5626,1.5365,1.5133,18.97
20160218,1.5609,1.4599,1.3969,1.3735,1.3795,1.3729,1.4155,1.5134,1.534,1.3213,1.2615,1.3213,1.3729,1.3735,1.5609,1.534,1.5134,18.75
20160219,1.5592,1.4587,1.3967,1.3734,1.379,1.373,1.4158,1.5136,1.5315,1.3185,1.2468,1.3185,1.373,1.3734,1.5592,1.5315,1.5136,18.63
20160222,1.5576,1.4575,1.3964,1.3732,1.3785,1.3732,1.4161,1.5137,1.5288,1.3153,1.2389,1.3153,1.3732,1.3732,1.5576,1.5288,1.5137,18.89
20160223,1.5562,1.4564,1.3961,1.3732,1.378,1.3734,1.4165,1.5137,1.5268,1.3124,1.2561,1.3124,1.3732,1.3734,1.5562,1.5268,1.5137,18.77
20160224,1.5547,1.4553,1.3958,1.3731,1.3774,1.3736,1.4169,1.5136,1.5246,1.3092,1.2482,1.3092,1.3731,1.3736,1.5547,1.5246,1.5136,18.82
20160225,1.5534,1.4543,1.3955,1.3731,1.3768,1.3738,1.4174,1.5136,1.5223,1.3064,1.2515,1.3064,1.3731,1.3738,1.5534,1.5223,1.5136,18.01
20160226,1.5521,1.4532,1.3951,1.373,1.3763,1.3739,1.4176,1.5132,1.5197,1.303,1.1976,1.303,1.373,1.3739,1.5521,1.5197,1.5132,18.07
