trade_date,pb1220,pb1098,pb976,pb854,pb732,pb610,pb488,pb366,pb244,pb122,pb1,min1,min2,min3,max1,max2,max3,close
20050520,3.0088,2.8726,2.7359,2.5386,2.6006,2.6998,2.782,2.5471,1.9563,1.4472,1.2131,1.4472,1.9563,2.5386,3.0088,2.8726,2.782,4.13
20050523,3.0067,2.8704,2.7316,2.5371,2.5993,2.6984,2.7768,2.5404,1.9492,1.4425,1.1733,1.4425,1.9492,2.5371,3.0067,2.8704,2.7768,4.09
20050524,3.0043,2.8682,2.7273,2.5357,2.5979,2.697,2.7714,2.5339,1.942,1.4381,1.162,1.4381,1.942,2.5339,3.0043,2.8682,2.7714,4.19
20050525,3.002,2.8661,2.7232,2.5341,2.5966,2.6956,2.7661,2.5274,1.9348,1.4333,1.1904,1.4333,1.9348,2.5274,3.002,2.8661,2.7661,4.24
20050526,2.9996,2.864,2.7191,2.5325,2.5954,2.6942,2.7608,2.5208,1.9277,1.4287,1.2046,1.4287,1.9277,2.5208,2.9996,2.864,2.7608,4.17
20050527,2.9971,2.8619,2.715,2.5311,2.594,2.6927,2.7556,2.5143,1.9203,1.4243,1.1847,1.4243,1.9203,2.5143,2.9971,2.8619,2.7556,4.18
20050530,2.9948,2.8597,2.7111,2.5297,2.5928,2.6913,2.7505,2.508,1.9128,1.4199,1.1875,1.4199,1.9128,2.508,2.9948,2.8597,2.7505,4.24
20050531,2.9926,2.8575,2.7071,2.5282,2.5916,2.6899,2.7454,2.5018,1.9056,1.4156,1.2046,1.4156,1.9056,2.5018,2.9926,2.8575,2.7454,4.29
20050601,2.9902,2.8553,2.703,2.5269,2.5904,2.6886,2.7399,2.4957,1.8983,1.4114,1.2188,1.4114,1.8983,2.4957,2.9902,2.8553,2.7399,4.21
20050602,2.9877,2.853,2.6991,2.5255,2.5893,2.6872,2.7346,2.4895,1.8907,1.4072,1.1961,1.4072,1.8907,2.4895,2.9877,2.853,2.7346,4.22
20050603,2.9852,2.8507,2.695,2.5241,2.5882,2.6857,2.7292,2.4833,1.883,1.4034,1.1989,1.4034,1.883,2.4833,2.9852,2.8507,2.7292,4.09
20050606,2.9828,2.8484,2.691,2.5227,2.5871,2.6842,2.7237,2.4768,1.8751,1.3993,1.162,1.3993,1.8751,2.4768,2.9828,2.8484,2.7237,4.1
20050607,2.9803,2.8462,2.6869,2.5214,2.5859,2.6827,2.7185,2.4704,1.8671,1.3951,1.1648,1.3951,1.8671,2.4704,2.9803,2.8462,2.7185,4.1
20050608,2.9779,2.844,2.6828,2.52,2.5847,2.6813,2.7134,2.4638,1.8594,1.3911,1.1648,1.3911,1.8594,2.4638,2.9779,2.844,2.7134,4.44
20050609,2.9754,2.8418,2.6787,2.5189,2.5837,2.68,2.7084,2.4576,1.8522,1.388,1.2614,1.388,1.8522,2.4576,2.9754,2.8418,2.7084,4.54
20050610,2.973,2.8397,2.6746,2.5179,2.5827,2.6788,2.7035,2.4515,1.845,1.3854,1.2898,1.3854,1.845,2.4515,2.973,2.8397,2.7035,4.48
20050613,2.9706,2.8375,2.6706,2.5168,2.5817,2.6777,2.6988,2.4453,1.838,1.3828,1.2728,1.3828,1.838,2.4453,2.9706,2.8375,2.6988,4.78
20050614,2.968,2.8354,2.6667,2.5157,2.5809,2.6766,2.6942,2.4391,1.8315,1.3808,1.358,1.3808,1.8315,2.4391,2.968,2.8354,2.6942,4.69
20050615,2.9656,2.8333,2.6628,2.5147,2.58,2.6756,2.6895,2.4326,1.825,1.3783,1.3324,1.3783,1.825,2.4326,2.9656,2.8333,2.6895,4.49
20050616,2.9631,2.8311,2.6588,2.5136,2.5791,2.6745,2.6849,2.426,1.8181,1.3754,1.2756,1.3754,1.8181,2.426,2.9631,2.8311,2.6849,4.55
20050617,2.9608,2.8289,2.6549,2.5125,2.5782,2.6734,2.6804,2.4193,1.8113,1.3728,1.2926,1.3728,1.8113,2.4193,2.9608,2.8289,2.6804,4.5
20050620,2.9585,2.8267,2.6508,2.5115,2.5773,2.6721,2.6758,2.4126,1.8047,1.3695,1.2784,1.3695,1.8047,2.4126,2.9585,2.8267,2.6758,4.69
20050621,2.9563,2.8244,2.6467,2.5104,2.5764,2.671,2.6711,2.4061,1.7983,1.3669,1.3324,1.3669,1.7983,2.4061,2.9563,2.8244,2.6711,4.71
20050622,2.954,2.8221,2.6425,2.5094,2.5756,2.6699,2.6664,2.4002,1.7921,1.3642,1.3381,1.3642,1.7921,2.4002,2.954,2.8221,2.6699,4.45
20050623,2.9518,2.8198,2.6384,2.5084,2.5748,2.6688,2.6619,2.3944,1.7872,1.3618,1.3609,1.3618,1.7872,2.3944,2.9518,2.8198,2.6688,4.4
20050624,2.9495,2.8176,2.6343,2.5073,2.574,2.6677,2.6574,2.3883,1.7822,1.3593,1.3456,1.3593,1.7822,2.3883,2.9495,2.8176,2.6677,4.4
20050627,2.9473,2.8153,2.6302,2.5063,2.5731,2.6666,2.6532,2.3825,1.7772,1.3572,1.3456,1.3572,1.7772,2.3825,2.9473,2.8153,2.6666,4.65
20050628,2.945,2.8132,2.6261,2.5054,2.5724,2.6656,2.6489,2.3768,1.7723,1.3559,1.4221,1.3559,1.7723,2.3768,2.945,2.8132,2.6656,4.57
20050629,2.9427,2.811,2.6219,2.5044,2.5716,2.6646,2.6447,2.3709,1.7672,1.3551,1.3976,1.3551,1.7672,2.3709,2.9427,2.811,2.6646,4.54
20050630,2.9404,2.8088,2.6179,2.5034,2.5709,2.6635,2.6405,2.365,1.7622,1.3545,1.3884,1.3545,1.7622,2.365,2.9404,2.8088,2.6635,4.3
20050701,2.938,2.8065,2.6138,2.5023,2.5699,2.6624,2.6363,2.3591,1.7571,1.3528,1.315,1.3528,1.7571,2.3591,2.938,2.8065,2.6624,4.32
20050704,2.9357,2.8042,2.6098,2.5012,2.569,2.6612,2.6321,2.3531,1.7519,1.3516,1.3211,1.3516,1.7519,2.3531,2.9357,2.8042,2.6612,4.25
20050705,2.9333,2.802,2.6058,2.5,2.5682,2.6601,2.6279,2.3473,1.7463,1.3502,1.2997,1.3502,1.7463,2.3473,2.9333,2.802,2.6601,4.32
20050706,2.9309,2.7998,2.6018,2.4989,2.5673,2.6589,2.6234,2.3414,1.7408,1.3489,1.3211,1.3489,1.7408,2.3414,2.9309,2.7998,2.6589,4.3
20050707,2.9284,2.7976,2.5979,2.4978,2.5665,2.6577,2.619,2.3354,1.7351,1.3476,1.315,1.3476,1.7351,2.3354,2.9284,2.7976,2.6577,4.38
20050708,2.926,2.7954,2.594,2.4967,2.5656,2.6565,2.6146,2.3292,1.7295,1.3466,1.3395,1.3466,1.7295,2.3292,2.926,2.7954,2.6565,4.48
20050711,2.9236,2.7932,2.5902,2.4956,2.5644,2.6553,2.61,2.3232,1.7243,1.346,1.3701,1.346,1.7243,2.3232,2.9236,2.7932,2.6553,4.39
20050712,2.9211,2.791,2.5864,2.4946,2.5632,2.6542,2.6051,2.317,1.719,1.3457,1.3425,1.3457,1.719,2.317,2.9211,2.791,2.6542,4.64
20050713,2.9188,2.7889,2.5827,2.4936,2.5621,2.6531,2.6004,2.3111,1.7138,1.3463,1.419,1.3463,1.7138,2.3111,2.9188,2.7889,2.6531,4.66
20050714,2.9164,2.7869,2.5791,2.4927,2.5609,2.6521,2.5956,2.3049,1.7086,1.3469,1.4251,1.3469,1.7086,2.3049,2.9164,2.7869,2.6521,4.64
20050715,2.914,2.7848,2.5756,2.4919,2.5596,2.6511,2.5907,2.2991,1.7034,1.3475,1.419,1.3475,1.7034,2.2991,2.914,2.7848,2.6511,4.7
20050718,2.9117,2.7829,2.572,2.491,2.5584,2.6502,2.5859,2.2933,1.6984,1.3479,1.4374,1.3479,1.6984,2.2933,2.9117,2.7829,2.6502,4.76
20050719,2.9093,2.7809,2.5684,2.4902,2.5572,2.6493,2.5813,2.2866,1.6934,1.3483,1.4557,1.3483,1.6934,2.2866,2.9093,2.7809,2.6493,4.61
20050720,2.9065,2.7789,2.5647,2.4892,2.5559,2.6484,2.5764,2.2798,1.6886,1.3484,1.4098,1.3484,1.6886,2.2798,2.9065,2.7789,2.6484,4.7
20050721,2.9038,2.7769,2.5609,2.4883,2.5547,2.6475,2.5716,2.2731,1.6845,1.3489,1.4374,1.3489,1.6845,2.2731,2.9038,2.7769,2.6475,4.65
20050722,2.9011,2.7749,2.5571,2.4875,2.5535,2.6467,2.5669,2.2662,1.6801,1.3492,1.4221,1.3492,1.6801,2.2662,2.9011,2.7749,2.6467,4.74
20050725,2.8984,2.773,2.5535,2.4867,2.5523,2.6459,2.5621,2.2592,1.676,1.3495,1.4496,1.3495,1.676,2.2592,2.8984,2.773,2.6459,4.61
20050726,2.8957,2.771,2.5498,2.4859,2.5511,2.6451,2.5571,2.2515,1.672,1.3497,1.4098,1.3497,1.672,2.2515,2.8957,2.771,2.6451,4.72
20050727,2.8933,2.769,2.5462,2.485,2.55,2.6442,2.5521,2.2439,1.6679,1.3498,1.4435,1.3498,1.6679,2.2439,2.8933,2.769,2.6442,4.99
20050728,2.8907,2.7671,2.5427,2.4843,2.5491,2.6434,2.5474,2.2369,1.6644,1.3503,1.526,1.3503,1.6644,2.2369,2.8907,2.7671,2.6434,5.0
20050729,2.8882,2.7652,2.5393,2.4836,2.5481,2.6426,2.5428,2.23,1.6609,1.3506,1.5291,1.3506,1.6609,2.23,2.8882,2.7652,2.6426,4.96
20050801,2.8856,2.7632,2.5358,2.4828,2.5472,2.6418,2.5384,2.2232,1.6575,1.3504,1.5169,1.3504,1.6575,2.2232,2.8856,2.7632,2.6418,4.99
20050802,2.8831,2.7611,2.5323,2.4819,2.5462,2.641,2.5337,2.2165,1.654,1.3502,1.526,1.3502,1.654,2.2165,2.8831,2.7611,2.641,5.11
20050803,2.8806,2.7591,2.5289,2.4812,2.5453,2.64,2.5292,2.2105,1.6503,1.3496,1.5627,1.3496,1.6503,2.2105,2.8806,2.7591,2.64,5.07
20050804,2.8782,2.757,2.5254,2.4805,2.5443,2.6391,2.5248,2.2041,1.6466,1.3492,1.5505,1.3492,1.6466,2.2041,2.8782,2.757,2.6391,5.01
20050805,2.8756,2.755,2.5219,2.4797,2.5433,2.638,2.5203,2.1975,1.6429,1.3496,1.5322,1.3496,1.6429,2.1975,2.8756,2.755,2.638,5.18
20050808,2.8732,2.753,2.5184,2.479,2.5424,2.637,2.5159,2.191,1.6394,1.3504,1.5841,1.3504,1.6394,2.191,2.8732,2.753,2.637,5.29
20050809,2.8708,2.751,2.515,2.4784,2.5416,2.636,2.5115,2.1849,1.6361,1.3515,1.6178,1.3515,1.6361,2.1849,2.8708,2.751,2.636,5.18
20050810,2.8683,2.749,2.5115,2.4777,2.5407,2.635,2.507,2.1788,1.6322,1.3522,1.5841,1.3522,1.6322,2.1788,2.8683,2.749,2.635,5.09
20050811,2.866,2.7468,2.5081,2.4771,2.5398,2.6339,2.5031,2.1725,1.6284,1.3514,1.5566,1.3514,1.6284,2.1725,2.866,2.7468,2.6339,5.0
20050812,2.8634,2.7447,2.5047,2.4765,2.5389,2.6329,2.499,2.1665,1.6245,1.3505,1.5291,1.3505,1.6245,2.1665,2.8634,2.7447,2.6329,5.19
20050815,2.8607,2.7425,2.5012,2.4759,2.5381,2.6318,2.495,2.1605,1.6206,1.3495,1.5872,1.3495,1.6206,2.1605,2.8607,2.7425,2.6318,5.19
20050816,2.8582,2.7402,2.4977,2.4754,2.5372,2.6306,2.491,2.1548,1.6166,1.3491,1.5872,1.3491,1.6166,2.1548,2.8582,2.7402,2.6306,5.08
20050817,2.8555,2.738,2.4942,2.4749,2.5364,2.6294,2.4869,2.149,1.6125,1.3487,1.5536,1.3487,1.6125,2.149,2.8555,2.738,2.6294,5.07
20050818,2.853,2.7357,2.4908,2.4744,2.5355,2.6281,2.4829,2.143,1.6085,1.3483,1.5505,1.3483,1.6085,2.143,2.853,2.7357,2.6281,5.08
20050819,2.8504,2.7335,2.4874,2.4739,2.5346,2.6269,2.479,2.1367,1.6046,1.3476,1.5536,1.3476,1.6046,2.1367,2.8504,2.7335,2.6269,5.25
20050822,2.8479,2.7314,2.4842,2.4734,2.5338,2.6258,2.4751,2.1303,1.6008,1.3472,1.6056,1.3472,1.6008,2.1303,2.8479,2.7314,2.6258,5.22
20050823,2.8454,2.7293,2.4809,2.4728,2.5329,2.6245,2.4712,2.1239,1.5966,1.3467,1.5506,1.3467,1.5966,2.1239,2.8454,2.7293,2.6245,5.15
20050824,2.8428,2.7271,2.4777,2.4722,2.532,2.6233,2.4676,2.1174,1.5922,1.346,1.5298,1.346,1.5922,2.1174,2.8428,2.7271,2.6233,5.24
20050825,2.8403,2.7249,2.4748,2.4719,2.5311,2.6222,2.4641,2.1112,1.5878,1.3456,1.5565,1.3456,1.5878,2.1112,2.8403,2.7249,2.6222,5.21
20050826,2.8377,2.7228,2.4719,2.4714,2.5302,2.6211,2.4605,2.1045,1.5833,1.3453,1.5476,1.3453,1.5833,2.1045,2.8377,2.7228,2.6211,5.18
20050829,2.8351,2.7206,2.4687,2.471,2.5293,2.6199,2.4569,2.0979,1.5788,1.3452,1.5387,1.3452,1.5788,2.0979,2.8351,2.7206,2.6199,4.93
20050830,2.8325,2.7184,2.4653,2.4703,2.5283,2.6186,2.4533,2.0909,1.5742,1.3446,1.4644,1.3446,1.5742,2.0909,2.8325,2.7184,2.6186,4.8
20050831,2.8299,2.7162,2.462,2.4697,2.5273,2.6172,2.4496,2.0837,1.5695,1.3438,1.4258,1.3438,1.5695,2.0837,2.8299,2.7162,2.6172,4.86
20050901,2.8273,2.714,2.4588,2.469,2.5262,2.6159,2.4459,2.0766,1.5649,1.3434,1.4436,1.3434,1.5649,2.0766,2.8273,2.714,2.6159,4.94
20050902,2.8247,2.7119,2.4556,2.4683,2.5252,2.6147,2.4422,2.0698,1.5606,1.3434,1.4674,1.3434,1.5606,2.0698,2.8247,2.7119,2.6147,5.02
20050905,2.8221,2.7097,2.4525,2.4677,2.5243,2.6135,2.4385,2.0632,1.5568,1.3433,1.4911,1.3433,1.5568,2.0632,2.8221,2.7097,2.6135,4.98
20050906,2.8194,2.7074,2.4493,2.4671,2.5233,2.6121,2.4347,2.0565,1.5528,1.3429,1.4793,1.3429,1.5528,2.0565,2.8194,2.7074,2.6121,4.84
20050907,2.8169,2.7051,2.446,2.4664,2.5223,2.6107,2.4309,2.0498,1.549,1.3425,1.4377,1.3425,1.549,2.0498,2.8169,2.7051,2.6107,5.03
20050908,2.8146,2.703,2.4448,2.4658,2.5214,2.6093,2.4271,2.0434,1.5453,1.3427,1.4941,1.3427,1.5453,2.0434,2.8146,2.703,2.6093,5.2
20050909,2.8122,2.7009,2.4436,2.4652,2.5205,2.6079,2.4232,2.0371,1.5419,1.3436,1.5446,1.3436,1.5419,2.0371,2.8122,2.7009,2.6079,5.19
20050921,2.8098,2.6988,2.4425,2.4646,2.5196,2.6065,2.4193,2.0304,1.5386,1.3448,1.5416,1.3448,1.5386,2.0304,2.8098,2.6988,2.6065,5.22
20050922,2.8076,2.6968,2.4414,2.464,2.5187,2.6052,2.4154,2.0236,1.5352,1.3459,1.5506,1.3459,1.5352,2.0236,2.8076,2.6968,2.6052,5.2
20050923,2.8053,2.6947,2.4404,2.4635,2.5179,2.6039,2.4116,2.0166,1.5319,1.3475,1.5446,1.3475,1.5319,2.0166,2.8053,2.6947,2.6039,5.18
20050926,2.8031,2.6929,2.4393,2.4629,2.517,2.6025,2.4079,2.0095,1.529,1.3492,1.5387,1.3492,1.529,2.0095,2.8031,2.6929,2.6025,5.13
20050927,2.8009,2.6911,2.4383,2.4623,2.5162,2.6012,2.4043,2.0023,1.5259,1.3507,1.5238,1.3507,1.5259,2.0023,2.8009,2.6911,2.6012,5.14
20050928,2.7986,2.6893,2.4373,2.4617,2.5153,2.5998,2.4007,1.9952,1.5231,1.3527,1.5268,1.3527,1.5231,1.9952,2.7986,2.6893,2.5998,5.15
20050929,2.7964,2.6873,2.4363,2.461,2.5144,2.5984,2.3971,1.9882,1.5203,1.3547,1.5298,1.3547,1.5203,1.9882,2.7964,2.6873,2.5984,5.16
20051024,2.7942,2.6853,2.4353,2.4603,2.5136,2.597,2.3934,1.9812,1.5171,1.3564,1.5327,1.3564,1.5171,1.9812,2.7942,2.6853,2.597,3.45
20051025,2.7915,2.6828,2.4338,2.4589,2.5121,2.5947,2.3887,1.973,1.5115,1.3539,0.9941,1.3539,1.5115,1.973,2.7915,2.6828,2.5947,3.69
20051026,2.7889,2.6803,2.4324,2.4576,2.5106,2.5923,2.3842,1.965,1.5059,1.352,1.0632,1.352,1.5059,1.965,2.7889,2.6803,2.5923,3.7
20051027,2.7862,2.6777,2.431,2.4563,2.5093,2.59,2.3798,1.957,1.4998,1.3502,1.0661,1.3502,1.4998,1.957,2.7862,2.6777,2.59,3.35
20051028,2.7835,2.6751,2.4294,2.4548,2.5078,2.5876,2.3751,1.9487,1.4934,1.348,0.9653,1.348,1.4934,1.9487,2.7835,2.6751,2.5876,3.19
20051031,2.7807,2.6725,2.4277,2.4534,2.5062,2.585,2.3704,1.9403,1.4873,1.3453,0.9191,1.3453,1.4873,1.9403,2.7807,2.6725,2.585,3.19
20051101,2.7781,2.67,2.4261,2.4519,2.5046,2.5825,2.3658,1.9324,1.481,1.3425,0.9191,1.3425,1.481,1.9324,2.7781,2.67,2.5825,3.13
20051102,2.7755,2.6674,2.4245,2.4505,2.503,2.5799,2.3611,1.9244,1.4745,1.3402,0.9019,1.3402,1.4745,1.9244,2.7755,2.6674,2.5799,3.18
20051103,2.7728,2.6648,2.4228,2.449,2.5015,2.5772,2.3565,1.9164,1.468,1.3381,0.9163,1.3381,1.468,1.9164,2.7728,2.6648,2.5772,3.13
20051104,2.7702,2.6622,2.4212,2.4475,2.4999,2.5744,2.3519,1.9081,1.4617,1.3358,0.9019,1.3358,1.4617,1.9081,2.7702,2.6622,2.5744,3.16
20051107,2.7676,2.6597,2.4196,2.446,2.4984,2.5715,2.3473,1.8999,1.4558,1.333,0.9105,1.333,1.4558,1.8999,2.7676,2.6597,2.5715,3.19
20051108,2.7651,2.6571,2.4179,2.4444,2.4968,2.5685,2.3428,1.8917,1.4499,1.3302,0.9191,1.3302,1.4499,1.8917,2.7651,2.6571,2.5685,3.22
20051109,2.7627,2.6544,2.4163,2.443,2.4953,2.5654,2.3383,1.8835,1.4446,1.3276,0.9278,1.3276,1.4446,1.8835,2.7627,2.6544,2.5654,3.18
20051110,2.7602,2.6518,2.4146,2.4415,2.4937,2.5622,2.3337,1.8755,1.4394,1.3254,0.9163,1.3254,1.4394,1.8755,2.7602,2.6518,2.5622,3.14
20051111,2.7579,2.6492,2.413,2.44,2.4922,2.5591,2.3289,1.8675,1.4348,1.3225,0.9047,1.3225,1.4348,1.8675,2.7579,2.6492,2.5591,3.05
20051114,2.7556,2.6465,2.4114,2.4385,2.4906,2.5559,2.3241,1.8598,1.4303,1.3193,0.8788,1.3193,1.4303,1.8598,2.7556,2.6465,2.5559,2.98
20051115,2.7532,2.6428,2.4098,2.4371,2.489,2.5526,2.3191,1.8522,1.4259,1.3163,0.8586,1.3163,1.4259,1.8522,2.7532,2.6428,2.5526,2.99
20051116,2.7508,2.639,2.4081,2.4356,2.4874,2.5492,2.3141,1.8446,1.4213,1.3135,0.8615,1.3135,1.4213,1.8446,2.7508,2.639,2.5492,3.01
20051117,2.7485,2.6354,2.4064,2.4342,2.4858,2.5459,2.3092,1.8372,1.4167,1.3107,0.8673,1.3107,1.4167,1.8372,2.7485,2.6354,2.5459,3.0
20051118,2.7462,2.6317,2.4047,2.4328,2.4843,2.5424,2.3044,1.8298,1.4125,1.308,0.8644,1.308,1.4125,1.8298,2.7462,2.6317,2.5424,3.14
20051121,2.7439,2.628,2.4031,2.4313,2.4829,2.539,2.2998,1.8222,1.4084,1.3059,0.9047,1.3059,1.4084,1.8222,2.7439,2.628,2.539,3.16
20051122,2.7416,2.6243,2.4014,2.4299,2.4814,2.5354,2.2951,1.8147,1.4041,1.3038,0.9105,1.3038,1.4041,1.8147,2.7416,2.6243,2.5354,3.08
20051123,2.7393,2.6206,2.3998,2.4284,2.4799,2.5317,2.2905,1.8079,1.4007,1.3015,0.8875,1.3015,1.4007,1.8079,2.7393,2.6206,2.5317,3.1
20051124,2.7371,2.6168,2.3981,2.4269,2.4784,2.5274,2.2857,1.8008,1.3971,1.2991,0.8932,1.2991,1.3971,1.8008,2.7371,2.6168,2.5274,3.12
20051125,2.7349,2.613,2.3965,2.4255,2.4769,2.5231,2.2806,1.7938,1.3935,1.2968,0.899,1.2968,1.3935,1.7938,2.7349,2.613,2.5231,3.16
20051128,2.7327,2.6091,2.3949,2.424,2.4755,2.5187,2.2756,1.7867,1.3899,1.2946,0.9105,1.2946,1.3899,1.7867,2.7327,2.6091,2.5187,3.13
